,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Zamkniecie_Prev_1,Zamkniecie_Prev_2,Zamkniecie_Prev_3,Zamkniecie_Prev_4,Zamkniecie_Prev_5,Zamkniecie_Prev_6,Zamkniecie_Prev_7,Zamkniecie_Prev_8,Zamkniecie_Prev_9,Zamkniecie_Prev_10
36,2000-01-20,17.5165,17.7837,17.318,17.714,2268130.1112949,17.8428,17.318,16.6625,16.6625,16.9287,16.7321,16.4659,16.2731,16.4048,16.9907
37,2000-01-21,17.5842,17.9125,17.5842,17.8428,1648863.4088077,17.318,16.6625,16.6625,16.9287,16.7321,16.4659,16.2731,16.4048,16.9907,16.7922
38,2000-01-24,17.5842,17.5842,17.0585,17.318,1241453.090195,16.6625,16.6625,16.9287,16.7321,16.4659,16.2731,16.4048,16.9907,16.7922,16.6014
39,2000-01-25,16.8619,16.8619,16.0756,16.6625,2025708.2072673,16.6625,16.9287,16.7321,16.4659,16.2731,16.4048,16.9907,16.7922,16.6014,16.4048
40,2000-01-26,16.6625,16.7922,16.4659,16.6625,1458236.0498851,16.9287,16.7321,16.4659,16.2731,16.4048,16.9907,16.7922,16.6014,16.4048,16.0756
41,2000-01-27,16.5327,16.9287,16.5327,16.9287,1044652.0537292,16.7321,16.4659,16.2731,16.4048,16.9907,16.7922,16.6014,16.4048,16.0756,15.9458
42,2000-01-28,16.9907,17.318,16.5327,16.7321,1095059.0671643,16.4659,16.2731,16.4048,16.9907,16.7922,16.6014,16.4048,16.0756,15.9458,15.2836
43,2000-01-31,16.6014,16.6014,16.4048,16.4659,944236.26102419,16.2731,16.4048,16.9907,16.7922,16.6014,16.4048,16.0756,15.9458,15.2836,15.7474
44,2000-02-01,16.7922,17.1281,16.2063,16.2731,1504184.9366407,16.4048,16.9907,16.7922,16.6014,16.4048,16.0756,15.9458,15.2836,15.7474,15.8771
45,2000-02-02,16.3361,16.4659,16.1367,16.4048,1706167.2091909,16.9907,16.7922,16.6014,16.4048,16.0756,15.9458,15.2836,15.7474,15.8771,15.4821
46,2000-02-03,16.5327,17.1281,16.5327,16.9907,1961285.4471914,16.7922,16.6014,16.4048,16.0756,15.9458,15.2836,15.7474,15.8771,15.4821,16.0756
47,2000-02-04,17.1892,17.3867,16.6625,16.7922,1509660.6564103,16.6014,16.4048,16.0756,15.9458,15.2836,15.7474,15.8771,15.4821,16.0756,16.2063
48,2000-02-07,16.7321,16.8619,16.4659,16.6014,1304289.2015185,16.4048,16.0756,15.9458,15.2836,15.7474,15.8771,15.4821,16.0756,16.2063,15.8771
49,2000-02-08,16.6014,16.6014,16.2731,16.4048,1878114.2418182,16.0756,15.9458,15.2836,15.7474,15.8771,15.4821,16.0756,16.2063,15.8771,15.5508
50,2000-02-09,16.5327,16.6014,16.0079,16.0756,3256050.5642571,15.9458,15.2836,15.7474,15.8771,15.4821,16.0756,16.2063,15.8771,15.5508,15.4191
51,2000-02-10,16.0079,16.0756,15.7474,15.9458,1494758.3147598,15.2836,15.7474,15.8771,15.4821,16.0756,16.2063,15.8771,15.5508,15.4191,15.0937
52,2000-02-11,15.7474,15.7474,15.1548,15.2836,3609866.9481296,15.7474,15.8771,15.4821,16.0756,16.2063,15.8771,15.5508,15.4191,15.0937,14.8953
53,2000-02-14,14.9563,15.8771,14.9563,15.7474,2707303.7965099,15.8771,15.4821,16.0756,16.2063,15.8771,15.5508,15.4191,15.0937,14.8953,14.6281
54,2000-02-15,16.4048,16.4048,15.8103,15.8771,2721209.5047631,15.4821,16.0756,16.2063,15.8771,15.5508,15.4191,15.0937,14.8953,14.6281,14.6977
55,2000-02-16,16.0756,16.0756,15.2836,15.4821,1883487.2590926,16.0756,16.2063,15.8771,15.5508,15.4191,15.0937,14.8953,14.6281,14.6977,14.7578
56,2000-02-17,15.4821,16.0756,15.2836,16.0756,1755379.5201307,16.2063,15.8771,15.5508,15.4191,15.0937,14.8953,14.6281,14.6977,14.7578,15.2235
57,2000-02-18,15.9458,16.4659,15.9458,16.2063,3194665.9116667,15.8771,15.5508,15.4191,15.0937,14.8953,14.6281,14.6977,14.7578,15.2235,15.5508
58,2000-02-21,15.4191,15.9458,15.4191,15.8771,1152261.2130368,15.5508,15.4191,15.0937,14.8953,14.6281,14.6977,14.7578,15.2235,15.5508,15.4191
59,2000-02-22,15.8771,16.2731,15.5508,15.5508,1219093.2898114,15.4191,15.0937,14.8953,14.6281,14.6977,14.7578,15.2235,15.5508,15.4191,15.2836
60,2000-02-23,15.6109,15.8103,15.1548,15.4191,1847765.6544865,15.0937,14.8953,14.6281,14.6977,14.7578,15.2235,15.5508,15.4191,15.2836,15.0241
61,2000-02-24,15.2836,15.5508,14.9563,15.0937,2121632.3377843,14.8953,14.6281,14.6977,14.7578,15.2235,15.5508,15.4191,15.2836,15.0241,14.7578
62,2000-02-25,15.0937,15.0937,14.6977,14.8953,1285426.525895,14.6281,14.6977,14.7578,15.2235,15.5508,15.4191,15.2836,15.0241,14.7578,14.9563
63,2000-02-28,14.3704,14.8953,14.2397,14.6281,2053966.0652324,14.6977,14.7578,15.2235,15.5508,15.4191,15.2836,15.0241,14.7578,14.9563,14.5689
64,2000-02-29,14.8953,14.8953,14.5689,14.6977,910360.1573778,14.7578,15.2235,15.5508,15.4191,15.2836,15.0241,14.7578,14.9563,14.5689,15.2235
65,2000-03-01,14.7578,14.8953,14.5689,14.7578,1370069.1017096,15.2235,15.5508,15.4191,15.2836,15.0241,14.7578,14.9563,14.5689,15.2235,14.7578
66,2000-03-02,14.7578,15.3514,14.7578,15.2235,1485707.9193665,15.5508,15.4191,15.2836,15.0241,14.7578,14.9563,14.5689,15.2235,14.7578,15.0937
67,2000-03-03,15.2836,15.5508,15.2235,15.5508,1085507.7351106,15.4191,15.2836,15.0241,14.7578,14.9563,14.5689,15.2235,14.7578,15.0937,15.2836
68,2000-03-06,15.7474,15.8771,15.3514,15.4191,1009418.8099677,15.2836,15.0241,14.7578,14.9563,14.5689,15.2235,14.7578,15.0937,15.2836,15.1548
69,2000-03-07,15.4191,15.4191,15.0937,15.2836,851326.13434594,15.0241,14.7578,14.9563,14.5689,15.2235,14.7578,15.0937,15.2836,15.1548,15.0241
70,2000-03-08,14.7578,15.1548,14.7578,15.0241,993410.84451683,14.7578,14.9563,14.5689,15.2235,14.7578,15.0937,15.2836,15.1548,15.0241,15.7474
71,2000-03-09,15.2235,15.2235,14.7578,14.7578,866514.57580447,14.9563,14.5689,15.2235,14.7578,15.0937,15.2836,15.1548,15.0241,15.7474,15.8771
72,2000-03-10,15.3514,15.3514,14.8953,14.9563,872024.87906736,14.5689,15.2235,14.7578,15.0937,15.2836,15.1548,15.0241,15.7474,15.8771,15.9458
73,2000-03-13,14.8953,15.0241,14.3704,14.5689,1673579.0786731,15.2235,14.7578,15.0937,15.2836,15.1548,15.0241,15.7474,15.8771,15.9458,15.6109
74,2000-03-14,14.7578,15.2235,14.5689,15.2235,3582151.9462106,14.7578,15.0937,15.2836,15.1548,15.0241,15.7474,15.8771,15.9458,15.6109,15.7474
75,2000-03-15,14.9563,15.0241,14.6977,14.7578,1216536.2072778,15.0937,15.2836,15.1548,15.0241,15.7474,15.8771,15.9458,15.6109,15.7474,15.6109
76,2000-03-16,15.2836,15.2836,14.8953,15.0937,1616393.7005548,15.2836,15.1548,15.0241,15.7474,15.8771,15.9458,15.6109,15.7474,15.6109,15.2836
77,2000-03-17,15.4191,15.4191,15.2235,15.2836,2167583.3205092,15.1548,15.0241,15.7474,15.8771,15.9458,15.6109,15.7474,15.6109,15.2836,15.2836
78,2000-03-20,15.2836,15.2836,15.0937,15.1548,861985.18616921,15.0241,15.7474,15.8771,15.9458,15.6109,15.7474,15.6109,15.2836,15.2836,14.8275
79,2000-03-21,15.0937,15.2235,14.8953,15.0241,675162.01150754,15.7474,15.8771,15.9458,15.6109,15.7474,15.6109,15.2836,15.2836,14.8275,14.7578
80,2000-03-22,15.4191,15.9458,15.4191,15.7474,2424433.8771278,15.8771,15.9458,15.6109,15.7474,15.6109,15.2836,15.2836,14.8275,14.7578,14.5689
81,2000-03-23,15.7474,16.0079,15.7474,15.8771,2017400.8329872,15.9458,15.6109,15.7474,15.6109,15.2836,15.2836,14.8275,14.7578,14.5689,14.7578
82,2000-03-24,16.0079,16.0756,15.8103,15.9458,1866043.5546782,15.6109,15.7474,15.6109,15.2836,15.2836,14.8275,14.7578,14.5689,14.7578,14.7578
83,2000-03-27,15.9458,15.9458,15.6109,15.6109,792945.00574785,15.7474,15.6109,15.2836,15.2836,14.8275,14.7578,14.5689,14.7578,14.7578,15.1548
84,2000-03-28,15.7474,15.7474,15.5508,15.7474,1265159.5508473,15.6109,15.2836,15.2836,14.8275,14.7578,14.5689,14.7578,14.7578,15.1548,15.0241
85,2000-03-29,15.7474,15.7474,15.4821,15.6109,1076490.8752259,15.2836,15.2836,14.8275,14.7578,14.5689,14.7578,14.7578,15.1548,15.0241,15.3514
86,2000-03-30,15.6787,15.6787,15.1548,15.2836,578955.97312107,15.2836,14.8275,14.7578,14.5689,14.7578,14.7578,15.1548,15.0241,15.3514,15.3514
87,2000-03-31,15.0937,15.2836,15.0937,15.2836,623838.0115082,14.8275,14.7578,14.5689,14.7578,14.7578,15.1548,15.0241,15.3514,15.3514,15.2836
88,2000-04-03,15.3514,15.3514,14.8275,14.8275,635415.09788041,14.7578,14.5689,14.7578,14.7578,15.1548,15.0241,15.3514,15.3514,15.2836,14.4983
89,2000-04-04,14.8275,14.8953,14.6281,14.7578,1066904.959679,14.5689,14.7578,14.7578,15.1548,15.0241,15.3514,15.3514,15.2836,14.4983,14.5689
90,2000-04-05,14.8275,14.8275,14.3704,14.5689,1288704.6218642,14.7578,14.7578,15.1548,15.0241,15.3514,15.3514,15.2836,14.4983,14.5689,14.4315
91,2000-04-06,14.6281,14.8275,14.5689,14.7578,697116.24183355,14.7578,15.1548,15.0241,15.3514,15.3514,15.2836,14.4983,14.5689,14.4315,14.6281
92,2000-04-07,14.8953,14.8953,14.4983,14.7578,868070.83300215,15.1548,15.0241,15.3514,15.3514,15.2836,14.4983,14.5689,14.4315,14.6281,14.7578
93,2000-04-10,14.9563,15.1548,14.9563,15.1548,798390.33396275,15.0241,15.3514,15.3514,15.2836,14.4983,14.5689,14.4315,14.6281,14.7578,14.5689
94,2000-04-11,15.0937,15.0937,14.8953,15.0241,568193.17081795,15.3514,15.3514,15.2836,14.4983,14.5689,14.4315,14.6281,14.7578,14.5689,14.5689
95,2000-04-12,15.1548,15.4191,15.0241,15.3514,809245.35891462,15.3514,15.2836,14.4983,14.5689,14.4315,14.6281,14.7578,14.5689,14.5689,14.6977
96,2000-04-13,15.2235,15.4191,15.2235,15.3514,609675.54701702,15.2836,14.4983,14.5689,14.4315,14.6281,14.7578,14.5689,14.5689,14.6977,14.4315
97,2000-04-14,15.4191,15.4821,15.2235,15.2836,827457.23607369,14.4983,14.5689,14.4315,14.6281,14.7578,14.5689,14.5689,14.6977,14.4315,14.4315
98,2000-04-17,14.3704,14.6281,14.172,14.4983,1573314.1957569,14.5689,14.4315,14.6281,14.7578,14.5689,14.5689,14.6977,14.4315,14.4315,14.3704
99,2000-04-18,14.8953,14.8953,14.4315,14.5689,874566.24183124,14.4315,14.6281,14.7578,14.5689,14.5689,14.6977,14.4315,14.4315,14.3704,14.4315
100,2000-04-19,14.8275,14.8275,14.4315,14.4315,1127713.2207147,14.6281,14.7578,14.5689,14.5689,14.6977,14.4315,14.4315,14.3704,14.4315,14.6281
101,2000-04-20,14.4315,14.6977,14.4315,14.6281,675635.70056703,14.7578,14.5689,14.5689,14.6977,14.4315,14.4315,14.3704,14.4315,14.6281,14.8275
102,2000-04-25,14.6977,14.7578,14.4315,14.7578,563526.49519421,14.5689,14.5689,14.6977,14.4315,14.4315,14.3704,14.4315,14.6281,14.8275,14.5689
103,2000-04-26,14.7578,14.8275,14.5689,14.5689,471179.13627026,14.5689,14.6977,14.4315,14.4315,14.3704,14.4315,14.6281,14.8275,14.5689,14.4315
104,2000-04-27,14.4315,14.6977,14.4315,14.5689,731697.63914596,14.6977,14.4315,14.4315,14.3704,14.4315,14.6281,14.8275,14.5689,14.4315,14.7578
105,2000-04-28,14.6281,14.7578,14.4315,14.6977,324287.32053321,14.4315,14.4315,14.3704,14.4315,14.6281,14.8275,14.5689,14.4315,14.7578,14.6977
106,2000-05-04,14.4983,14.6977,14.4315,14.4315,295139.72360461,14.4315,14.3704,14.4315,14.6281,14.8275,14.5689,14.4315,14.7578,14.6977,14.3704
107,2000-05-05,14.3704,14.4983,14.3704,14.4315,230670.85220429,14.3704,14.4315,14.6281,14.8275,14.5689,14.4315,14.7578,14.6977,14.3704,14.172
108,2000-05-08,14.4315,14.4315,14.2397,14.3704,210356.71784755,14.4315,14.6281,14.8275,14.5689,14.4315,14.7578,14.6977,14.3704,14.172,13.9124
109,2000-05-09,14.3704,14.5689,14.2998,14.4315,496231.2092066,14.6281,14.8275,14.5689,14.4315,14.7578,14.6977,14.3704,14.172,13.9124,13.6452
110,2000-05-10,14.4315,14.6281,14.4315,14.6281,390923.42417918,14.8275,14.5689,14.4315,14.7578,14.6977,14.3704,14.172,13.9124,13.6452,13.3179
111,2000-05-11,14.4315,14.8953,14.4315,14.8275,685413.39730395,14.5689,14.4315,14.7578,14.6977,14.3704,14.172,13.9124,13.6452,13.3179,13.5784
112,2000-05-12,14.6977,14.6977,14.4983,14.5689,418071.46640531,14.4315,14.7578,14.6977,14.3704,14.172,13.9124,13.6452,13.3179,13.5784,13.3179
113,2000-05-15,14.4315,14.4315,14.2998,14.4315,323442.64490942,14.7578,14.6977,14.3704,14.172,13.9124,13.6452,13.3179,13.5784,13.3179,13.4477
114,2000-05-16,14.5689,14.8953,14.4315,14.7578,604925.03262169,14.6977,14.3704,14.172,13.9124,13.6452,13.3179,13.5784,13.3179,13.4477,13.6452
115,2000-05-17,14.6281,14.6977,14.4315,14.6977,493221.39730645,14.3704,14.172,13.9124,13.6452,13.3179,13.5784,13.3179,13.4477,13.6452,13.6452
116,2000-05-18,14.6281,14.6281,14.2998,14.3704,783199.79653492,14.172,13.9124,13.6452,13.3179,13.5784,13.3179,13.4477,13.6452,13.6452,13.8447
117,2000-05-19,14.3704,14.3704,14.172,14.172,865378.5604494,13.9124,13.6452,13.3179,13.5784,13.3179,13.4477,13.6452,13.6452,13.8447,13.9124
118,2000-05-22,14.1033,14.2397,13.9124,13.9124,358882.34164601,13.6452,13.3179,13.5784,13.3179,13.4477,13.6452,13.6452,13.8447,13.9124,14.6977
119,2000-05-23,13.9124,13.9124,13.4477,13.6452,805659.15545977,13.3179,13.5784,13.3179,13.4477,13.6452,13.6452,13.8447,13.9124,14.6977,13.9124
120,2000-05-24,13.1872,13.4477,13.1872,13.3179,939063.40881696,13.5784,13.3179,13.4477,13.6452,13.6452,13.8447,13.9124,14.6977,13.9124,14.4315
121,2000-05-25,13.4477,13.5784,13.1872,13.5784,830967.98463411,13.3179,13.4477,13.6452,13.6452,13.8447,13.9124,14.6977,13.9124,14.4315,14.2397
122,2000-05-26,13.2502,13.4477,13.2502,13.3179,970125.6736918,13.4477,13.6452,13.6452,13.8447,13.9124,14.6977,13.9124,14.4315,14.2397,14.2397
123,2000-05-29,13.2502,13.5784,13.2502,13.4477,521760.11515636,13.6452,13.6452,13.8447,13.9124,14.6977,13.9124,14.4315,14.2397,14.2397,14.1033
124,2000-05-30,13.5784,13.7769,13.5164,13.6452,329079.75431434,13.6452,13.8447,13.9124,14.6977,13.9124,14.4315,14.2397,14.2397,14.1033,14.2397
125,2000-05-31,13.9124,13.9124,13.5784,13.6452,696698.09596023,13.8447,13.9124,14.6977,13.9124,14.4315,14.2397,14.2397,14.1033,14.2397,14.6281
126,2000-06-01,13.7769,13.9735,13.713,13.8447,480554.40690354,13.9124,14.6977,13.9124,14.4315,14.2397,14.2397,14.1033,14.2397,14.6281,14.4983
127,2000-06-02,13.9124,14.0412,13.6452,13.9124,443337.32820921,14.6977,13.9124,14.4315,14.2397,14.2397,14.1033,14.2397,14.6281,14.4983,14.2397
128,2000-06-05,14.0412,14.6977,13.9124,14.6977,882023.70056435,13.9124,14.4315,14.2397,14.2397,14.1033,14.2397,14.6281,14.4983,14.2397,14.2397
129,2000-06-06,14.4315,14.4315,13.9124,13.9124,505223.96544449,14.4315,14.2397,14.2397,14.1033,14.2397,14.6281,14.4983,14.2397,14.2397,14.4315
130,2000-06-07,14.1033,14.5689,14.0412,14.4315,797567.6660165,14.2397,14.2397,14.1033,14.2397,14.6281,14.4983,14.2397,14.2397,14.4315,14.2998
131,2000-06-08,14.5689,14.5689,14.2397,14.2397,784250.92513376,14.2397,14.1033,14.2397,14.6281,14.4983,14.2397,14.2397,14.4315,14.2998,14.3704
132,2000-06-09,14.2998,14.3704,14.172,14.2397,601084.16889813,14.1033,14.2397,14.6281,14.4983,14.2397,14.2397,14.4315,14.2998,14.3704,14.0412
133,2000-06-12,14.2397,14.2397,13.9735,14.1033,290934.16122462,14.2397,14.6281,14.4983,14.2397,14.2397,14.4315,14.2998,14.3704,14.0412,13.8447
134,2000-06-13,14.1033,14.2998,14.0412,14.2397,519645.28214295,14.6281,14.4983,14.2397,14.2397,14.4315,14.2998,14.3704,14.0412,13.8447,13.8447
135,2000-06-14,14.7578,14.8953,14.3704,14.6281,2140672.1228129,14.4983,14.2397,14.2397,14.4315,14.2998,14.3704,14.0412,13.8447,13.8447,13.8447
136,2000-06-15,14.6281,14.6281,14.4315,14.4983,664889.66601823,14.2397,14.2397,14.4315,14.2998,14.3704,14.0412,13.8447,13.8447,13.8447,13.5784
137,2000-06-16,14.4315,14.4315,14.172,14.2397,727358.98271607,14.2397,14.4315,14.2998,14.3704,14.0412,13.8447,13.8447,13.8447,13.5784,13.6452
138,2000-06-19,14.172,14.2998,14.0412,14.2397,777935.76966359,14.4315,14.2998,14.3704,14.0412,13.8447,13.8447,13.8447,13.5784,13.6452,13.6452
139,2000-06-20,14.3704,14.4983,14.2998,14.4315,628200.77158492,14.2998,14.3704,14.0412,13.8447,13.8447,13.8447,13.5784,13.6452,13.6452,13.7769
140,2000-06-21,14.4315,14.4315,14.2397,14.2998,355838.99423722,14.3704,14.0412,13.8447,13.8447,13.8447,13.5784,13.6452,13.6452,13.7769,13.5784
141,2000-06-23,14.1033,14.3704,14.1033,14.3704,571392.66793883,14.0412,13.8447,13.8447,13.8447,13.5784,13.6452,13.6452,13.7769,13.5784,13.5784
142,2000-06-26,14.1033,14.172,13.8447,14.0412,748901.35507663,13.8447,13.8447,13.8447,13.5784,13.6452,13.6452,13.7769,13.5784,13.5784,13.5164
143,2000-06-27,14.0412,14.0412,13.8447,13.8447,716735.56237072,13.8447,13.8447,13.5784,13.6452,13.6452,13.7769,13.5784,13.5784,13.5164,13.2502
144,2000-06-28,13.9735,13.9735,13.7769,13.8447,623672.42993431,13.8447,13.5784,13.6452,13.6452,13.7769,13.5784,13.5784,13.5164,13.2502,13.3857
145,2000-06-29,13.9124,14.172,13.7769,13.8447,1941297.2360592,13.5784,13.6452,13.6452,13.7769,13.5784,13.5784,13.5164,13.2502,13.3857,13.6452
146,2000-06-30,13.7769,13.9735,13.5164,13.5784,1263767.8272388,13.6452,13.6452,13.7769,13.5784,13.5784,13.5164,13.2502,13.3857,13.6452,13.6452
147,2000-07-03,13.7769,13.7769,13.5784,13.6452,1537828.3876959,13.6452,13.7769,13.5784,13.5784,13.5164,13.2502,13.3857,13.6452,13.6452,13.9124
148,2000-07-04,13.713,13.713,13.5784,13.6452,1984776.0230068,13.7769,13.5784,13.5784,13.5164,13.2502,13.3857,13.6452,13.6452,13.9124,14.2998
149,2000-07-05,13.6452,13.8447,13.6452,13.7769,1775437.9462341,13.5784,13.5784,13.5164,13.2502,13.3857,13.6452,13.6452,13.9124,14.2998,14.3704
150,2000-07-06,13.5784,13.6452,13.5164,13.5784,1326506.4759904,13.5784,13.5164,13.2502,13.3857,13.6452,13.6452,13.9124,14.2998,14.3704,14.172
151,2000-07-07,13.4477,13.6452,13.4477,13.5784,3711286.7101245,13.5164,13.2502,13.3857,13.6452,13.6452,13.9124,14.2998,14.3704,14.172,14.172
152,2000-07-10,13.6452,13.6452,13.4477,13.5164,2212216.9865355,13.2502,13.3857,13.6452,13.6452,13.9124,14.2998,14.3704,14.172,14.172,14.172
153,2000-07-11,13.5164,13.5164,13.1872,13.2502,2231061.8464201,13.3857,13.6452,13.6452,13.9124,14.2998,14.3704,14.172,14.172,14.172,14.2998
154,2000-07-12,13.2502,13.4477,13.2502,13.3857,1706441.7811678,13.6452,13.6452,13.9124,14.2998,14.3704,14.172,14.172,14.172,14.2998,14.2397
155,2000-07-13,13.4477,13.8447,13.4477,13.6452,2210588.4183974,13.6452,13.9124,14.2998,14.3704,14.172,14.172,14.172,14.2998,14.2397,13.9124
156,2000-07-14,13.6452,13.7769,13.5784,13.6452,1737265.1055436,13.9124,14.2998,14.3704,14.172,14.172,14.172,14.2998,14.2397,13.9124,13.8447
157,2000-07-17,13.7769,13.9124,13.713,13.9124,2664582.7024606,14.2998,14.3704,14.172,14.172,14.172,14.2998,14.2397,13.9124,13.8447,13.6452
